Date,Qt-1,Pt,Qt
2006-08-10,1.67,1.14,1.67
2006-08-11,1.67,0.38,1.67
2006-08-12,1.67,0.0,1.67
2006-08-13,1.67,0.0,1.67
2006-08-14,1.67,0.76,1.67
2006-08-15,1.67,0.0,1.67
2006-08-16,1.67,0.0,1.67
2006-08-17,1.67,0.0,1.67
2006-08-18,1.67,2.09,1.67
2006-08-19,1.67,0.2659999999999999,1.67
2006-08-20,1.67,0.076,1.67
2006-08-21,1.67,0.19,1.67
2006-08-22,1.67,0.0,1.48
2006-08-23,1.48,0.38,1.48
2006-08-24,1.48,0.0,1.48
2006-08-25,1.48,0.0,1.48
2006-08-26,1.48,0.0,1.48
2006-08-27,1.48,0.0,1.48
2006-08-28,1.48,0.0,1.48
2006-08-29,1.48,0.0,1.48
2006-08-30,1.48,0.0,1.39
2006-08-31,1.39,0.0,1.39
2006-09-01,1.39,0.0,1.31
2006-09-02,1.31,0.0,1.31
2006-09-03,1.31,0.0,1.31
2006-09-04,1.31,0.0,1.31
2006-09-05,1.31,0.0,1.39
2006-09-06,1.39,0.0,1.31
2006-09-07,1.31,1.365,1.39
2006-09-08,1.39,5.105,1.49
2006-09-09,1.49,2.729,1.67
2006-09-10,1.67,0.72,1.77
2006-09-11,1.77,7.707999999999999,2.19
2006-09-12,2.19,2.194,1.97
2006-09-13,1.97,11.97,5.26
2006-09-14,5.26,3.96,5.1
2006-09-15,5.1,4.227,3.43
2006-09-16,3.43,2.027,3.41
2006-09-17,3.41,10.964999999999998,8.06
2006-09-18,8.06,3.477,7.16
2006-09-19,7.16,0.152,3.58
2006-09-20,3.58,0.19,2.4
2006-09-21,2.4,0.0,2.18
2006-09-22,2.18,0.0,2.07
2006-09-23,2.07,0.0,1.64
2006-09-24,1.64,0.0,1.47
2006-09-25,1.47,0.0,1.39
2006-09-26,1.39,0.0,1.39
2006-09-27,1.39,0.105,1.39
2006-09-28,1.39,6.764999999999999,2.08
2006-09-29,2.08,0.0,1.43
2006-09-30,1.43,0.0,1.39
2006-10-01,1.39,0.0,1.35
2006-10-02,1.35,0.0,1.31
2006-10-03,1.31,9.445,1.68
2006-10-04,1.68,7.37,2.11
2006-10-05,2.11,20.475,8.06
2006-10-06,8.06,17.825,14.9
2006-10-07,14.9,1.063,7.14
2006-10-08,7.14,0.0,3.43
2006-10-09,3.43,0.0,2.42
2006-10-10,2.42,0.164,2.16
2006-10-11,2.16,0.105,2.06
2006-10-12,2.06,0.471,2.11
2006-10-13,2.11,3.417,2.21
2006-10-14,2.21,1.485,2.21
2006-10-15,2.21,1.85,2.42
2006-10-16,2.42,0.4919999999999999,2.42
2006-10-17,2.42,0.0,2.37
2006-10-18,2.37,0.0,2.26
2006-10-19,2.26,6.984999999999999,2.26
2006-10-20,2.26,7.399,2.88
2006-10-21,2.88,6.468,3.05
2006-10-22,3.05,1.857,2.81
2006-10-23,2.81,1.972,2.64
2006-10-24,2.64,4.166,3.26
2006-10-25,3.26,4.197,4.87
2006-10-26,4.87,0.143,3.77
2006-10-27,3.77,0.342,3.12
2006-10-28,3.12,4.493,3.31
2006-10-29,3.31,0.97,3.37
2006-10-30,3.37,0.0,2.75
2006-10-31,2.75,0.0,2.47
2006-11-01,2.47,0.0,2.21
2006-11-02,2.21,0.19,2.06
2006-11-03,2.06,0.0,2.01
2006-11-04,2.01,0.0,1.96
2006-11-05,1.96,0.0,1.73
2006-11-06,1.73,3.845,1.73
2006-11-07,1.73,4.800000000000001,1.87
2006-11-08,1.87,0.0,1.68
2006-11-09,1.68,0.0,1.64
2006-11-10,1.64,0.0,1.64
2006-11-11,1.64,0.0,1.6
2006-11-12,1.6,0.0,1.55
2006-11-13,1.55,0.0,1.39
2006-11-14,1.39,0.0,1.39
2006-11-15,1.39,1.6720000000000002,1.43
2006-11-16,1.43,7.295,1.51
2006-11-17,1.51,0.0,1.43
2006-11-18,1.43,6.279999999999999,1.47
2006-11-19,1.47,50.935,3.65
2006-11-20,3.65,5.643,3.5
2006-11-21,3.5,0.0,2.87
2006-11-22,2.87,0.0,2.75
2006-11-23,2.75,0.0,2.87
2006-11-24,2.87,0.0,2.93
2006-11-25,2.93,0.0,2.81
2006-11-26,2.81,0.0,2.75
2006-11-27,2.75,0.0,3.17
2006-11-28,3.17,0.0,2.93
2006-11-29,2.93,15.279999999999998,3.45
2006-11-30,3.45,7.265000000000001,4.33
2006-12-01,4.33,2.956,5.61
2006-12-02,5.61,2.1,4.11
2006-12-03,4.11,16.036,5.26
2006-12-04,5.26,0.0,4.26
2006-12-05,4.26,0.0,3.63
2006-12-06,3.63,0.0,3.3
2006-12-07,3.3,0.0,3.24
2006-12-08,3.24,0.0,3.17
2006-12-09,3.17,0.0,2.81
2006-12-10,2.81,2.665,2.53
2006-12-11,2.53,5.852,2.53
2006-12-12,2.53,0.42,2.53
2006-12-13,2.53,0.0,2.53
2006-12-14,2.53,0.0,2.42
2006-12-15,2.42,12.95,2.53
2006-12-16,2.53,8.524999999999999,3.23
2006-12-17,3.23,0.0,3.12
2006-12-18,3.12,11.875,4.71
2006-12-19,4.71,0.0,5.18
2006-12-20,5.18,0.0,4.55
2006-12-21,4.55,0.0,4.72
2006-12-22,4.72,12.115,4.49
2006-12-23,4.49,6.574999999999999,4.63
2006-12-24,4.63,0.0,3.97
2006-12-25,3.97,0.0,3.3
2006-12-26,3.3,0.0,2.93
2006-12-27,2.93,5.945,2.87
2006-12-28,2.87,27.53,2.82
2006-12-29,2.82,0.0,2.64
2006-12-30,2.64,0.0,2.64
2006-12-31,2.64,0.0,2.64
2007-01-01,2.64,0.21,2.75
2007-01-02,2.75,0.0,2.75
2007-01-03,2.75,0.0,2.64
2007-01-04,2.64,0.0,3.38
2007-01-05,3.38,0.0,4.2
2007-01-06,4.2,0.0,4.63
2007-01-07,4.63,5.412,4.48
2007-01-08,4.48,0.315,4.18
2007-01-09,4.18,0.0,3.12
2007-01-10,3.12,0.0,2.64
2007-01-11,2.64,0.0,2.53
2007-01-12,2.53,0.0,2.53
2007-01-13,2.53,0.0,2.75
2007-01-14,2.75,0.0,2.69
2007-01-15,2.69,0.0,2.87
2007-01-16,2.87,0.105,2.81
2007-01-17,2.81,0.0,2.75
2007-01-18,2.75,0.0,2.69
2007-01-19,2.69,0.0,2.37
2007-01-20,2.37,0.0,2.31
2007-01-21,2.31,0.0,2.42
2007-01-22,2.42,0.0,2.47
2007-01-23,2.47,0.0,2.31
2007-01-24,2.31,0.0,2.42
2007-01-25,2.42,0.0,2.64
2007-01-26,2.64,0.0,2.81
2007-01-27,2.81,0.0,2.75
2007-01-28,2.75,0.0,2.64
2007-01-29,2.64,17.892,2.59
2007-01-30,2.59,10.64,2.53
2007-01-31,2.53,0.38,2.53
2007-02-01,2.53,0.0,2.53
2007-02-02,2.53,0.0,2.53
2007-02-03,2.53,0.0,2.47
2007-02-04,2.47,3.065,2.42
2007-02-05,2.42,0.105,2.53
2007-02-06,2.53,0.0,2.53
2007-02-07,2.53,1.98,2.64
2007-02-08,2.64,19.895,3.11
2007-02-09,3.11,0.0,3.05
2007-02-10,3.05,0.0,2.99
2007-02-11,2.99,0.0,2.99
2007-02-12,2.99,0.0,2.93
2007-02-13,2.93,0.0,2.87
2007-02-14,2.87,0.42,2.99
2007-02-15,2.99,0.105,2.75
2007-02-16,2.75,0.0,2.75
2007-02-17,2.75,2.168,2.69
2007-02-18,2.69,9.27,2.69
2007-02-19,2.69,1.38,2.75
2007-02-20,2.75,0.084,2.75
2007-02-21,2.75,0.0,2.93
2007-02-22,2.93,0.0,3.17
2007-02-23,3.17,1.445,3.24
2007-02-24,3.24,0.0,2.99
2007-02-25,2.99,20.337000000000003,3.24
2007-02-26,3.24,6.963000000000001,3.05
2007-02-27,3.05,0.83,2.99
2007-02-28,2.99,0.0,2.64
2007-03-01,2.64,0.0,2.76
2007-03-02,2.76,0.0,5.6
2007-03-03,5.6,0.0,6.03
2007-03-04,6.03,0.0,7.52
2007-03-05,7.52,0.042,7.63
2007-03-06,7.63,5.363,8.03
2007-03-07,8.03,11.788,7.82
2007-03-08,7.82,0.0,6.75
2007-03-09,6.75,2.59,5.85
2007-03-10,5.85,6.342,5.94
2007-03-11,5.94,0.0,5.43
2007-03-12,5.43,0.0,5.1
2007-03-13,5.1,0.0,4.55
2007-03-14,4.55,7.049,4.33
2007-03-15,4.33,7.605,7.53
2007-03-16,7.53,4.574,7.82
2007-03-17,7.82,8.802999999999999,7.32
2007-03-18,7.32,15.965,10.6
2007-03-19,10.6,1.049,8.25
2007-03-20,8.25,16.05,8.13
2007-03-21,8.13,1.97,7.32
2007-03-22,7.32,0.597,6.75
2007-03-23,6.75,0.672,5.37
2007-03-24,5.37,0.252,8.34
2007-03-25,8.34,2.46,18.8
2007-03-26,18.8,0.525,12.7
2007-03-27,12.7,8.3,10.7
2007-03-28,10.7,9.31,11.9
2007-03-29,11.9,3.629,9.63
2007-03-30,9.63,0.437,7.72
2007-03-31,7.72,0.205,6.84
2007-04-01,6.84,0.38,6.93
2007-04-02,6.93,4.455,8.66
2007-04-03,8.66,6.4,13.8
2007-04-04,13.8,0.205,12.3
2007-04-05,12.3,0.568,13.0
2007-04-06,13.0,0.8739999999999999,10.4
2007-04-07,10.4,0.0,12.9
2007-04-08,12.9,6.933,11.8
2007-04-09,11.8,17.939999999999998,30.5
2007-04-10,30.5,2.141,21.2
2007-04-11,21.2,12.026,23.3
2007-04-12,23.3,3.52,31.8
2007-04-13,31.8,0.7380000000000001,20.5
2007-04-14,20.5,3.558,14.6
2007-04-15,14.6,5.904999999999999,14.6
2007-04-16,14.6,1.873,17.9
2007-04-17,17.9,2.728,15.0
2007-04-18,15.0,1.735,14.8
2007-04-19,14.8,1.787,15.0
2007-04-20,15.0,0.105,12.2
2007-04-21,12.2,1.081,9.98
2007-04-22,9.98,0.105,8.65
2007-04-23,8.65,0.0,7.82
2007-04-24,7.82,6.196999999999999,8.65
2007-04-25,8.65,4.211,11.3
2007-04-26,11.3,2.267,13.4
2007-04-27,13.4,1.14,11.6
2007-04-28,11.6,2.585,10.8
2007-04-29,10.8,0.21,9.98
2007-04-30,9.98,4.0,10.7
2007-05-01,10.7,0.0,10.3
2007-05-02,10.3,0.0,9.08
2007-05-03,9.08,2.66,8.13
2007-05-04,8.13,3.024,7.62
2007-05-05,7.62,1.565,7.42
2007-05-06,7.42,0.31,7.22
2007-05-07,7.22,0.19,6.84
2007-05-08,6.84,0.38,6.66
2007-05-09,6.66,0.2659999999999999,6.66
2007-05-10,6.66,0.76,6.38
2007-05-11,6.38,0.971,6.11
2007-05-12,6.11,1.122,5.94
2007-05-13,5.94,0.9429999999999998,5.59
2007-05-14,5.59,3.513,5.76
2007-05-15,5.76,11.665,8.36
2007-05-16,8.36,0.0,7.63
2007-05-17,7.63,1.14,6.47
2007-05-18,6.47,0.0,6.03
2007-05-19,6.03,1.33,5.26
2007-05-20,5.26,0.5700000000000001,5.26
2007-05-21,5.26,0.0,5.26
2007-05-22,5.26,1.14,4.63
2007-05-23,4.63,0.19,4.86
2007-05-24,4.86,0.0,4.78
2007-05-25,4.78,0.21,4.78
2007-05-26,4.78,0.0,4.48
2007-05-27,4.48,0.19,4.18
2007-05-28,4.18,0.0,4.33
2007-05-29,4.33,1.55,4.33
2007-05-30,4.33,0.995,4.33
2007-05-31,4.33,1.774,4.33
2007-06-01,4.33,0.615,3.9
2007-06-02,3.9,5.411999999999999,6.19
2007-06-03,6.19,0.738,4.8
2007-06-04,4.8,2.985,4.64
2007-06-05,4.64,5.850999999999999,4.63
2007-06-06,4.63,3.4800000000000004,4.26
2007-06-07,4.26,2.495,4.33
2007-06-08,4.33,0.0,4.18
2007-06-09,4.18,2.2990000000000004,4.11
2007-06-10,4.11,0.0,4.55
2007-06-11,4.55,0.0,4.48
2007-06-12,4.48,0.0,4.33
2007-06-13,4.33,0.105,4.18
2007-06-14,4.18,0.0,3.76
2007-06-15,3.76,0.0,3.76
2007-06-16,3.76,0.0,3.63
2007-06-17,3.63,0.0,3.63
2007-06-18,3.63,0.0,3.3
2007-06-19,3.3,0.0,3.12
2007-06-20,3.12,2.66,2.99
2007-06-21,2.99,0.0,3.31
2007-06-22,3.31,1.508,3.69
2007-06-23,3.69,6.435,4.19
2007-06-24,4.19,1.5579999999999998,3.9
2007-06-25,3.9,1.52,3.63
2007-06-26,3.63,0.0,3.49
2007-06-27,3.49,2.17,3.49
2007-06-28,3.49,0.0,3.49
2007-06-29,3.49,3.369,3.3
2007-06-30,3.3,3.103,3.77
2007-07-01,3.77,1.4049999999999998,3.3
2007-07-02,3.3,3.864,3.3
2007-07-03,3.3,0.0,3.24
2007-07-04,3.24,0.76,3.24
2007-07-05,3.24,0.76,3.24
2007-07-06,3.24,0.38,3.24
2007-07-07,3.24,0.0,3.24
2007-07-08,3.24,10.308,4.3
2007-07-09,4.3,9.378,3.97
2007-07-10,3.97,0.76,3.3
2007-07-11,3.3,0.0,3.17
2007-07-12,3.17,0.988,3.49
2007-07-13,3.49,0.19,3.49
2007-07-14,3.49,0.0,3.24
2007-07-15,3.24,1.26,3.43
2007-07-16,3.43,2.887,4.4
2007-07-17,4.4,40.765,35.4
2007-07-18,35.4,4.832,28.1
2007-07-19,28.1,2.754,15.6
2007-07-20,15.6,0.0,10.3
2007-07-21,10.3,0.0,6.38
2007-07-22,6.38,0.4,4.89
2007-07-23,4.89,0.447,4.09
2007-07-24,4.09,2.66,3.67
2007-07-25,3.67,0.19,3.84
2007-07-26,3.84,0.0,3.67
2007-07-27,3.67,0.0,3.59
2007-07-28,3.59,0.0,3.43
2007-07-29,3.43,0.0,3.43
2007-07-30,3.43,0.0,3.51
2007-07-31,3.51,0.0,3.2
2007-08-01,3.2,0.0,3.12
2007-08-02,3.12,0.0,3.12
2007-08-03,3.12,0.0,3.05
2007-08-04,3.05,0.0,2.97
2007-08-05,2.97,0.0,2.69
2007-08-06,2.69,0.0,2.69
2007-08-07,2.69,0.0,2.69
2007-08-08,2.69,0.0,2.69
2007-08-09,2.69,1.14,2.69
2007-08-10,2.69,8.26,2.69
2007-08-11,2.69,2.272,2.97
2007-08-12,2.97,0.0,2.69
2007-08-13,2.69,0.0,2.48
2007-08-14,2.48,0.41,2.35
2007-08-15,2.35,0.0,2.28
2007-08-16,2.28,0.0,2.28
2007-08-17,2.28,0.0,2.28
2007-08-18,2.28,2.447,2.55
2007-08-19,2.55,3.291,3.13
2007-08-20,3.13,0.6980000000000001,2.69
2007-08-21,2.69,1.2029999999999998,2.55
2007-08-22,2.55,0.0,2.55
2007-08-23,2.55,0.6779999999999999,2.55
2007-08-24,2.55,0.0,2.41
2007-08-25,2.41,0.0,2.28
2007-08-26,2.28,0.0,2.35
2007-08-27,2.35,0.615,2.41
2007-08-28,2.41,0.0,2.41
2007-08-29,2.41,0.0,2.41
2007-08-30,2.41,0.0,2.41
2007-08-31,2.41,0.0,2.41
2007-09-01,2.41,0.0,2.41
2007-09-02,2.41,1.33,2.28
2007-09-03,2.28,2.014,2.28
2007-09-04,2.28,0.19,2.28
2007-09-05,2.28,0.0,2.21
2007-09-06,2.21,0.0,2.15
2007-09-07,2.15,0.19,2.02
2007-09-08,2.02,0.5700000000000001,2.02
2007-09-09,2.02,0.19,2.02
2007-09-10,2.02,0.5700000000000001,2.02
2007-09-11,2.02,3.477,2.15
2007-09-12,2.15,4.646,2.28
2007-09-13,2.28,5.484,2.28
2007-09-14,2.28,0.0,2.21
2007-09-15,2.21,15.346,2.9
2007-09-16,2.9,0.2459999999999999,2.42
2007-09-17,2.42,8.211,2.28
2007-09-18,2.28,15.651,6.03
2007-09-19,6.03,0.486,3.52
2007-09-20,3.52,0.0,2.83
2007-09-21,2.83,0.0,2.62
2007-09-22,2.62,0.41,2.48
2007-09-23,2.48,0.4359999999999999,2.26
2007-09-24,2.26,0.0,2.26
2007-09-25,2.26,0.0,2.44
2007-09-26,2.44,1.656,2.39
2007-09-27,2.39,0.708,2.39
2007-09-28,2.39,0.0,2.35
2007-09-29,2.35,2.075,2.35
2007-09-30,2.35,0.0,2.35
2007-10-01,2.35,0.0,2.35
2007-10-02,2.35,0.0,2.35
2007-10-03,2.35,0.0,2.35
2007-10-04,2.35,0.0,2.35
2007-10-05,2.35,0.41,2.17
2007-10-06,2.17,0.4479999999999999,2.17
2007-10-07,2.17,1.855,2.17
2007-10-08,2.17,0.81,2.17
2007-10-09,2.17,0.0,2.17
2007-10-10,2.17,0.0,2.08
2007-10-11,2.08,0.0,1.91
2007-10-12,1.91,0.0,1.91
2007-10-13,1.91,0.0,1.91
2007-10-14,1.91,0.0,1.91
2007-10-15,1.91,0.0,1.83
2007-10-16,1.83,1.47,1.68
2007-10-17,1.68,16.241999999999997,2.66
2007-10-18,2.66,17.778,5.39
2007-10-19,5.39,0.0,2.36
2007-10-20,2.36,0.0,2.08
2007-10-21,2.08,2.905,1.99
2007-10-22,1.99,0.315,2.17
2007-10-23,2.17,0.082,2.08
2007-10-24,2.08,5.542,2.37
2007-10-25,2.37,0.315,2.17
2007-10-26,2.17,0.0,1.99
2007-10-27,1.99,0.0,1.99
2007-10-28,1.99,2.91,1.99
2007-10-29,1.99,1.865,1.99
2007-10-30,1.99,0.73,1.99
2007-10-31,1.99,0.411,1.99
2007-11-01,1.99,10.082999999999998,2.94
2007-11-02,2.94,1.157,2.64
2007-11-03,2.64,0.0,2.26
2007-11-04,2.26,1.3079999999999998,2.08
2007-11-05,2.08,0.0,2.17
2007-11-06,2.17,0.0,2.17
2007-11-07,2.17,0.0,2.17
2007-11-08,2.17,2.998,2.17
2007-11-09,2.17,0.168,2.17
2007-11-10,2.17,0.082,2.17
2007-11-11,2.17,0.0,2.17
2007-11-12,2.17,1.1929999999999998,2.17
2007-11-13,2.17,0.0,2.17
2007-11-14,2.17,0.0,2.17
2007-11-15,2.17,0.0,2.17
2007-11-16,2.17,0.0,2.17
2007-11-17,2.17,0.0,2.17
2007-11-18,2.17,0.0,2.17
2007-11-19,2.17,0.0,2.17
2007-11-20,2.17,0.105,2.17
2007-11-21,2.17,0.94,2.17
2007-11-22,2.17,8.465,2.26
2007-11-23,2.26,9.67,3.08
2007-11-24,3.08,6.335,3.29
2007-11-25,3.29,6.23,3.41
2007-11-26,3.41,0.105,3.06
2007-11-27,3.06,0.0,2.54
2007-11-28,2.54,0.735,2.54
2007-11-29,2.54,11.248,2.85
2007-11-30,2.85,0.544,2.95
2007-12-01,2.95,0.0,2.74
2007-12-02,2.74,3.557,2.85
2007-12-03,2.85,24.895,7.18
2007-12-04,7.18,0.042,5.05
2007-12-05,5.05,0.0,3.53
2007-12-06,3.53,0.0,3.17
2007-12-07,3.17,1.378,4.61
2007-12-08,4.61,0.042,5.51
2007-12-09,5.51,0.0,3.17
2007-12-10,3.17,0.0,2.74
2007-12-11,2.74,0.0,2.44
2007-12-12,2.44,0.0,2.17
2007-12-13,2.17,0.0,2.17
2007-12-14,2.17,0.0,2.17
2007-12-15,2.17,0.1139999999999999,2.17
2007-12-16,2.17,0.0,2.08
2007-12-17,2.08,20.055,2.91
2007-12-18,2.91,8.049999999999999,4.16
2007-12-19,4.16,2.54,3.29
2007-12-20,3.29,2.022,2.74
2007-12-21,2.74,0.0,2.54
2007-12-22,2.54,0.0,2.44
2007-12-23,2.44,0.0,2.26
2007-12-24,2.26,0.0,2.17
2007-12-25,2.17,0.0,2.17
2007-12-26,2.17,0.42,2.35
2007-12-27,2.35,0.0,2.35
2007-12-28,2.35,0.0,2.35
2007-12-29,2.35,0.5670000000000001,2.44
2007-12-30,2.44,1.62,2.55
2007-12-31,2.55,0.528,2.35
2008-01-01,2.35,0.436,2.35
2008-01-02,2.35,2.511,2.35
2008-01-03,2.35,4.337,2.17
2008-01-04,2.17,0.935,2.17
2008-01-05,2.17,10.003,2.36
2008-01-06,2.36,12.759,2.35
2008-01-07,2.35,0.0,2.17
2008-01-08,2.17,0.0,2.17
2008-01-09,2.17,0.0,2.17
2008-01-10,2.17,0.0,2.17
2008-01-11,2.17,16.755,2.17
2008-01-12,2.17,12.265,2.17
2008-01-13,2.17,0.0,1.99
2008-01-14,1.99,0.0,2.08
2008-01-15,2.08,0.0,1.99
2008-01-16,1.99,0.0,1.99
2008-01-17,1.99,0.0,1.99
2008-01-18,1.99,0.0,2.08
2008-01-19,2.08,0.0,2.35
2008-01-20,2.35,0.0,2.17
2008-01-21,2.17,0.0,1.99
2008-01-22,1.99,0.0,1.99
2008-01-23,1.99,0.0,1.99
2008-01-24,1.99,0.076,1.99
2008-01-25,1.99,1.417,1.99
2008-01-26,1.99,4.426,2.17
2008-01-27,2.17,1.94,2.17
2008-01-28,2.17,0.0,2.47
2008-01-29,2.47,0.0,3.41
2008-01-30,3.41,0.205,4.16
2008-01-31,4.16,17.63,4.89
2008-02-01,4.89,3.537,3.78
2008-02-02,3.78,0.4299999999999999,3.17
2008-02-03,3.17,1.215,2.74
2008-02-04,2.74,0.0,2.54
2008-02-05,2.54,0.0,2.35
2008-02-06,2.35,0.0,2.35
2008-02-07,2.35,0.0,2.35
2008-02-08,2.35,0.0,2.35
2008-02-09,2.35,1.24,2.17
2008-02-10,2.17,0.105,2.26
2008-02-11,2.26,0.0,2.17
2008-02-12,2.17,39.082,2.74
2008-02-13,2.74,13.035,2.55
2008-02-14,2.55,1.443,2.35
2008-02-15,2.35,4.065,2.35
2008-02-16,2.35,0.0,2.65
2008-02-17,2.65,0.0,3.3
2008-02-18,3.3,0.0,3.9
2008-02-19,3.9,0.0,15.5
2008-02-20,15.5,0.0,12.7
2008-02-21,12.7,0.0,5.51
2008-02-22,5.51,0.0,4.16
2008-02-23,4.16,0.0,3.9
2008-02-24,3.9,0.0,4.74
2008-02-25,4.74,5.035,5.18
2008-02-26,5.18,4.525,4.58
2008-02-27,4.58,2.67,4.72
2008-02-28,4.72,0.0,4.44
2008-02-29,4.44,0.0,5.66
2008-03-01,5.66,0.0,7.06
2008-03-02,7.06,0.0,8.37
2008-03-03,8.37,0.38,12.1
2008-03-04,12.1,18.635,14.2
2008-03-05,14.2,0.21,8.26
2008-03-06,8.26,0.0,6.69
2008-03-07,6.69,0.0,7.25
2008-03-08,7.25,0.0,6.51
2008-03-09,6.51,0.0,6.16
2008-03-10,6.16,0.0,8.7
2008-03-11,8.7,0.0,9.84
2008-03-12,9.84,0.0,8.48
2008-03-13,8.48,0.076,7.44
2008-03-14,7.44,2.217,7.06
2008-03-15,7.06,3.51,5.99
2008-03-16,5.99,0.0,4.58
2008-03-17,4.58,0.0,3.78
2008-03-18,3.78,0.0,3.53
2008-03-19,3.53,0.0,3.41
2008-03-20,3.41,2.85,3.71
2008-03-21,3.71,1.862,3.78
2008-03-22,3.78,0.0,3.9
2008-03-23,3.9,0.0,4.16
2008-03-24,4.16,0.0,4.03
2008-03-25,4.03,0.0,4.03
2008-03-26,4.03,0.0,3.65
2008-03-27,3.65,0.4919999999999999,3.78
2008-03-28,3.78,1.5579999999999998,3.53
2008-03-29,3.53,0.059,3.41
2008-03-30,3.41,0.5700000000000001,3.41
2008-03-31,3.41,0.0,3.29
2008-04-01,3.29,0.0,3.35
2008-04-02,3.35,0.19,3.23
2008-04-03,3.23,0.038,2.95
2008-04-04,2.95,1.52,2.64
2008-04-05,2.64,1.107,2.54
2008-04-06,2.54,0.0,2.54
2008-04-07,2.54,0.0,2.74
2008-04-08,2.74,0.517,2.74
2008-04-09,2.74,7.16,2.64
2008-04-10,2.64,0.181,2.49
2008-04-11,2.49,1.52,2.39
2008-04-12,2.39,7.359,2.35
2008-04-13,2.35,0.95,2.21
2008-04-14,2.21,0.0,2.17
2008-04-15,2.17,0.38,2.26
2008-04-16,2.26,3.04,2.35
2008-04-17,2.35,2.819,2.35
2008-04-18,2.35,3.499,2.35
2008-04-19,2.35,1.33,2.35
2008-04-20,2.35,0.248,2.54
2008-04-21,2.54,0.19,2.54
2008-04-22,2.54,1.14,2.44
2008-04-23,2.44,0.38,2.44
2008-04-24,2.44,0.076,2.49
2008-04-25,2.49,0.6080000000000001,2.39
2008-04-26,2.39,0.076,2.35
2008-04-27,2.35,0.0,2.35
2008-04-28,2.35,0.0,2.35
2008-04-29,2.35,0.038,2.35
2008-04-30,2.35,1.862,2.35
2008-05-01,2.35,0.0,2.31
2008-05-02,2.31,6.747999999999999,2.44
2008-05-03,2.44,2.506,2.35
2008-05-04,2.35,0.315,2.17
2008-05-05,2.17,0.205,2.26
2008-05-06,2.26,0.708,2.17
2008-05-07,2.17,2.815,2.17
2008-05-08,2.17,2.1,2.17
2008-05-09,2.17,1.15,2.17
2008-05-10,2.17,4.37,2.17
2008-05-11,2.17,1.9,2.35
2008-05-12,2.35,1.055,2.35
2008-05-13,2.35,3.225,2.35
2008-05-14,2.35,3.858,2.74
2008-05-15,2.74,0.105,2.44
2008-05-16,2.44,5.32,2.26
2008-05-17,2.26,0.328,2.17
2008-05-18,2.17,1.6679999999999997,2.08
2008-05-19,2.08,0.476,1.99
2008-05-20,1.99,0.5319999999999999,1.83
2008-05-21,1.83,2.608,1.99
2008-05-22,1.99,0.41,1.99
2008-05-23,1.99,0.0,1.99
2008-05-24,1.99,0.5700000000000001,1.99
2008-05-25,1.99,0.19,1.91
2008-05-26,1.91,0.82,1.83
2008-05-27,1.83,0.0,1.83
2008-05-28,1.83,4.04,1.91
2008-05-29,1.91,1.25,1.83
2008-05-30,1.83,0.205,1.83
2008-05-31,1.83,0.885,1.83
2008-06-01,1.83,0.5700000000000001,1.83
2008-06-02,1.83,0.0,1.83
2008-06-03,1.83,2.1,1.83
2008-06-04,1.83,3.778,2.0
2008-06-05,2.0,1.05,2.36
2008-06-06,2.36,2.85,1.99
2008-06-07,1.99,6.4750000000000005,1.91
2008-06-08,1.91,0.038,1.99
2008-06-09,1.99,0.41,1.83
2008-06-10,1.83,0.0,1.68
2008-06-11,1.68,0.0,1.68
2008-06-12,1.68,0.0,1.68
2008-06-13,1.68,0.0,1.53
2008-06-14,1.53,0.0,1.68
2008-06-15,1.68,0.95,1.53
2008-06-16,1.53,0.0,1.68
2008-06-17,1.68,3.04,1.61
2008-06-18,1.61,2.28,1.61
2008-06-19,1.61,12.858,2.11
2008-06-20,2.11,0.5700000000000001,2.08
2008-06-21,2.08,0.076,1.83
2008-06-22,1.83,1.874,1.83
2008-06-23,1.83,1.937,1.91
2008-06-24,1.91,1.143,2.08
2008-06-25,2.08,0.76,1.99
2008-06-26,1.99,0.0,1.95
2008-06-27,1.95,0.0,1.87
2008-06-28,1.87,0.0,1.83
2008-06-29,1.83,0.0,1.87
2008-06-30,1.87,0.4559999999999999,1.87
2008-07-01,1.87,10.61,2.57
2008-07-02,2.57,0.4559999999999999,2.13
2008-07-03,2.13,1.1529999999999998,2.17
2008-07-04,2.17,4.455,2.26
2008-07-05,2.26,0.41,2.49
2008-07-06,2.49,0.0,2.35
2008-07-07,2.35,0.0,5.09
2008-07-08,5.09,33.694,13.5
2008-07-09,13.5,1.076,9.62
2008-07-10,9.62,0.0,3.94
2008-07-11,3.94,0.105,2.8
2008-07-12,2.8,0.0,2.35
2008-07-13,2.35,0.0,2.21
2008-07-14,2.21,0.0,1.99
2008-07-15,1.99,0.0,1.79
2008-07-16,1.79,0.0,1.75
2008-07-17,1.75,0.0,1.68
2008-07-18,1.68,0.0,1.6
2008-07-19,1.6,0.0,1.75
2008-07-20,1.75,0.0,1.75
2008-07-21,1.75,0.164,1.57
2008-07-22,1.57,0.0,1.57
2008-07-23,1.57,1.845,1.68
2008-07-24,1.68,1.23,1.75
2008-07-25,1.75,0.0,1.75
2008-07-26,1.75,0.0,1.68
2008-07-27,1.68,0.0,1.53
2008-07-28,1.53,0.95,1.5
2008-07-29,1.5,0.152,1.46
2008-07-30,1.46,0.0,1.46
